1747178959353876,8305676,987,1
1747178959422989,8375184,987,2
1747178959492726,8444864,987,3
1747178959562318,8514544,987,4
1747178959635969,8584228,987,5
1747178959706446,8653904,987,6
1747178959775420,8723584,987,7
1747178959844900,8793264,987,8
1747178959914787,8862944,987,9
1747178959988399,8932624,987,10
1747178960058239,9003344,987,11
1747178960127827,9074064,987,12
1747178960201669,9144784,987,13
1747178960270818,9215504,987,14
1747178960340950,9286224,987,15
1747178960414471,9356944,987,16
1747178960484064,9427664,987,17
1747178960557846,9498384,987,18
1747178960627680,9569104,987,19
1747178960697172,9639824,987,20
1747178960770872,9710544,987,21
1747178960840111,9781272,987,22
1747178960914035,9851984,987,23
1747178960983824,9922704,987,24
1747178961053558,9993424,987,25
1747178961127228,10064144,987,26
1747178961200643,10135904,987,27
1747178961270632,10207664,987,28
1747178961343874,10279424,987,29
1747178961417743,10351184,987,30
1747178961487617,10422944,987,31
1747178961561252,10494704,987,32
1747178961634853,10566464,987,33
1747178961704529,10638224,987,34
1747178961778173,10709984,987,35
1747178961852017,10781744,987,36
1747178961921783,10853504,987,37
1747178961995236,10925264,987,38
1747178962065121,10997024,987,39
1747178962138834,11068784,987,40
1747178962212720,11140544,987,41
1747178962282586,11212304,987,42
1747178962355806,11284064,987,43
1747178962429185,11355824,987,44
1747178962499374,11427584,987,45
1747178962573096,11499344,987,46
1747178962646407,11571104,987,47
1747178962716416,11642864,987,48
1747178962789889,11714624,987,49
1747178962863379,11786384,987,50
1747178962933188,11858144,987,51
1747178963007160,11929904,987,52
1747178963080788,12001664,987,53
1747178963150311,12073424,987,54
1747178963224095,12145184,987,55
1747178963297458,12216944,987,56
1747178963367613,12288704,987,57
1747178963441720,12360464,987,58
1747178963510893,12432224,987,59
1747178963584620,12503984,987,60
1747178963658149,12575752,987,61
1747178963728340,12647504,987,62
1747178963801721,12719264,987,63
1747178963875249,12791024,987,64
1747178963944873,12862784,987,65
1747178964018684,12934544,987,66
1747178964092398,13006304,987,67
1747178964162033,13078064,987,68
1747178964235833,13149824,987,69
1747178964309351,13221584,987,70
1747178964379239,13293344,987,71
1747178964453088,13365104,987,72
1747178964526487,13436864,987,73
1747178964596043,13508632,987,74
1747178964669939,13580384,987,75
1747178964739750,13652144,987,76
1747178964813013,13723904,987,77
1747178964887013,13795664,987,78
1747178964956649,13867424,987,79
1747178965030158,13939184,987,80
1747178965104066,14010944,987,81
1747178965173827,14082704,987,82
1747178965247348,14154464,987,83
1747178965321000,14226224,987,84
1747178965390792,14297984,987,85
1747178965464363,14369744,987,86
1747178965538255,14441508,987,87
1747178965608047,14513264,987,88
1747178965681387,14585024,987,89
1747178965755147,14656784,987,90
1747178965825068,14728544,987,91
1747178965898756,14800304,987,92
1747178965972282,14872064,987,93
1747178966041957,14943824,987,94
1747178966115651,15015584,987,95
1747178966185453,15087344,987,96
1747178966259210,15159104,987,97
1747178966332871,15230864,987,98
1747178966402224,15302624,987,99
1747178966476053,15374384,987,100
1747178966549869,15447184,987,101
1747178966623575,15519984,987,102
1747178966697030,15592784,987,103
1747178966770833,15665584,987,104
1747178966844512,15738384,987,105
1747178966918214,15811184,987,106
1747178966991891,15883984,987,107
1747178967065778,15956784,987,108
1747178967136204,16029584,987,109
1747178967209110,16102384,987,110
1747178967282812,16175184,987,111
1747178967357126,16247984,987,112
1747178967430152,16320784,987,113
1747178967503993,16393584,987,114
1747178967577771,16466384,987,115
1747178967651971,16539184,987,116
1747178967725216,16611984,987,117
1747178967798810,16684784,987,118
1747178967872563,16757584,987,119
1747178967942278,16830384,987,120
1747178968016273,16903192,987,121
1747178968089949,16975984,987,122
1747178968163323,17048784,987,123
1747178968237178,17121584,987,124
1747178968311416,17194384,987,125
1747178968385128,17267184,987,126
1747178968458037,17339984,987,127
1747178968532220,17412784,987,128
1747178968605939,17485584,987,129
1747178968675531,17558384,987,130
1747178968749199,17631184,987,131
1747178968822949,17703984,987,132
1747178968896649,17776784,987,133
1747178968970960,17849584,987,134
1747178969044018,17922384,987,135
1747178969117926,17995184,987,136
1747178969191349,18067984,987,137
