Tempo total receptor,Tempo total emissor,Id do pacote,Id da mensagem,Distancia (m),Tempo zerado receptor,Tempo zerado emissor,Delta tempo,Velocidade (m/s)
1747958794723930,155148,1,2,50,0,0,0,0
1747958794744681,242508,1,3,50,20751,87360,-66609,0
1747958795436643,329868,1,4,50,712713,174720,537993,92.93801220461975
1747958795457455,417228,1,5,50,733525,262080,471445,106.05691013798004
1747958795477857,504588,1,6,50,753927,349440,404487,123.61336705505987
1747958796165892,591948,1,7,50,1441962,436800,1005162,49.74322547012322
1747958796186114,679308,1,8,50,1462184,524160,938024,53.30354020792645
1747958796202261,766668,1,9,50,1478331,611520,866811,57.68270130397514
1747958796894711,854036,1,10,50,2170781,698888,1471893,33.96986058089821
1747958796915275,942428,1,11,50,2191345,787280,1404065,35.610886960361526
1747958796935705,1030828,1,12,50,2211775,875680,1336095,37.42248867034155
1747958797627739,1120276,1,13,50,2903809,965128,1938681,25.79073091447226
1747958797648351,1209708,1,14,50,2924421,1054560,1869861,26.739955536801933
1747958797668830,1299148,1,15,50,2944900,1144000,1800900,27.763895829862847
1747958798361294,1388592,1,16,50,3637364,1233444,2403920,20.799361043628743
1747958798381473,1478028,1,17,50,3657543,1322880,2334663,21.41636715877195
1747958798401461,1567468,1,18,50,3677531,1412320,2265211,22.072998939171672
1747958798426024,1656908,1,19,50,3702094,1501760,2200334,22.723822837805535
1747958799114536,1746348,1,20,50,4390606,1591200,2799406,17.860931926272933
1747958799135378,1835788,1,21,50,4411448,1680640,2730808,18.309599210197128
1747958799155325,1925228,1,22,50,4431395,1770080,2661315,18.787704574618186
1747958799848086,2014668,1,23,50,5124156,1859520,3264636,15.315643152866048
1747958799868628,2104108,1,24,50,5144698,1948960,3195738,15.645838300886995
1747958799893139,2193548,1,25,50,5169209,2038400,3130809,15.970313104376535
1747958800580362,2282988,1,26,50,5856432,2127840,3728592,13.409887700236444
1747958800605615,2372428,1,27,50,5881685,2217280,3664405,13.644779984745137
1747958800625935,2461868,1,28,50,5902005,2306720,3595285,13.90710333116846
1747958801314524,2551308,1,29,50,6590594,2396160,4194434,11.92055948430706
1747958801334115,2640748,1,30,50,6610185,2485600,4124585,12.122431711311563
1747958801358864,2730188,1,31,50,6634934,2575040,4059894,12.31559247605972
1747958802051559,2819628,1,32,50,7327629,2664480,4663149,10.722368082169368
1747958802071945,2909068,1,33,50,7348015,2753920,4594095,10.883536365704234
1747958802092138,2998508,1,34,50,7368208,2843360,4524848,11.050094942415745
1747958802784611,3087948,1,35,50,8060681,2932800,5127881,9.750616287702464
1747958802804931,3177388,1,36,50,8081001,3022240,5058761,9.8838430991304
1747958802825058,3266828,1,37,50,8101128,3111680,4989448,10.021148632073126
1747958803517839,3356268,1,38,50,8793909,3201120,5592789,8.940083382369691
1747958803538409,3445708,1,39,50,8814479,3290560,5523919,9.051544745677841
1747958803558791,3535148,1,40,50,8834861,3380000,5454861,9.166136405675598
1747958804250783,3624588,1,41,50,9526853,3469440,6057413,8.254348844960711
1747958804271237,3714028,1,42,50,9547307,3558880,5988427,8.349438007677142
1747958804291446,3803468,1,43,50,9567516,3648320,5919196,8.447093152515983
1747958804984077,3892908,1,44,50,10260147,3737760,6522387,7.665905135650491
1747958805004630,3982356,1,45,50,10280700,3827208,6453492,7.74774339225957
1747958805024768,4071788,1,46,50,10300838,3916640,6384198,7.831837295773095
1747958805716344,4161228,1,47,50,10992414,4006080,6986334,7.156829318495222
1747958805736866,4250668,1,48,50,11012936,4095520,6917416,7.228132585925149
1747958805758105,4340108,1,49,50,11034175,4184960,6849215,7.300106654558223
1747958806452274,4429548,1,50,50,11728344,4274400,7453944,6.707858282809745
1747958806470205,4518988,1,51,50,11746275,4363840,7382435,6.77283308285139
1747958806491415,4608428,1,52,50,11767485,4453280,7314205,6.836012936470881
1747958807183457,4697868,1,53,50,12459527,4542720,7916807,6.315677519990066
1747958807203858,4787308,1,54,50,12479928,4632160,7847768,6.371238293486759
1747958807224372,4876748,1,55,50,12500442,4721600,7778842,6.427691936666151
1747958807916650,4966188,1,56,50,13192720,4811040,8381680,5.965391186492446
1747958807940565,5055628,1,57,50,13216635,4900480,8316155,6.012393948886234
1747958807961279,5145068,1,58,50,13237349,4989920,8247429,6.062495354612934
1747958808653154,5234508,1,59,50,13929224,5079360,8849864,5.649804335976237
1747958808674047,5323948,1,60,50,13950117,5168800,8781317,5.693906734035453
1747958808694137,5413388,1,61,50,13970207,5258240,8711967,5.739232024180073
1747958809386854,5502828,1,62,50,14662924,5347680,9315244,5.367545927943487
1747958809406635,5592268,1,63,50,14682705,5437120,9245585,5.40798662280429
1747958809427334,5681708,1,64,50,14703404,5526560,9176844,5.44849623683262
1747958810120213,5771148,1,65,50,15396283,5616000,9780283,5.112326504253506
1747958810139932,5860588,1,66,50,15416002,5705440,9710562,5.149032568866766
1747958810160672,5950028,1,67,50,15436742,5794880,9641862,5.185720351525463
1747958810852413,6039468,1,68,50,16128483,5884320,10244163,4.880828233599953
1747958810873375,6128908,1,69,50,16149445,5973760,10175685,4.913674116287995
1747958810894253,6218348,1,70,50,16170323,6063200,10107123,4.947006185637594
1747958811585683,6307788,1,71,50,16861753,6152640,10709113,4.6689207593570075
1747958811606835,6397228,1,72,50,16882905,6242080,10640825,4.698883780158024
1747958811626850,6486668,1,73,50,16902920,6331520,10571400,4.729742512817602
1747958812318353,6576108,1,74,50,17594423,6420960,11173463,4.474888402995562
1747958812339549,6665548,1,75,50,17615619,6510400,11105219,4.502387571105081
1747958812359536,6754988,1,76,50,17635606,6599840,11035766,4.530723105219882
1747958812380609,6844436,1,77,50,17656679,6689288,10967391,4.558969403023928
1747958813073019,6933868,1,78,50,18349089,6778720,11570369,4.321383354325174
1747958813092952,7023308,1,79,50,18369022,6868160,11500862,4.3475002134622605
1747958813113952,7112752,1,80,50,18390022,6957604,11432418,4.373527979820192
1747958813805636,7202188,1,81,50,19081706,7047040,12034666,4.1546645332741265
1747958813826549,7291628,1,82,50,19102619,7136480,11966139,4.178457228350766
1747958813847094,7381068,1,83,50,19123164,7225920,11897244,4.202653992807074
1747958814539623,7470508,1,84,50,19815693,7315360,12500333,3.9998934428386828
1747958814559875,7559948,1,85,50,19835945,7404800,12431145,4.022155642139159
1747958814580312,7649388,1,86,50,19856382,7494240,12362142,4.044606509130861
1747958815271983,7738828,1,87,50,20548053,7583680,12964373,3.856723344815827
1747958815292730,7828268,1,88,50,20568800,7673120,12895680,3.8772674259907194
1747958815317080,7918364908,1,94,50,20593150,7918209760,-7897616610,0
1747958816009413,8454348,1,95,50,21285483,8299200,12986283,3.8502164168145727
1747958816029833,8543788,1,96,50,21305903,8388640,12917263,3.8707890363461672
1747958816738736,9128268,1,102,50,22014806,8973120,13041686,3.833860131274438
1747958816763259,9218748,1,103,50,22039329,9063600,12975729,3.853348046957516
1747958816790897,9309229852108,1,110,50,22066967,9309229696960,-9309207629993,0
1747958817484012,9942588,1,111,50,22760082,9787440,12972642,3.8542649986024435
1747958818217131,10033068,1,112,50,23493201,9877920,13615281,3.672344331343584
1747958818241756,10673708,1,119,50,23517826,10518560,12999266,3.8463710181790263
1747958818950261,10765228,1,120,50,24226331,10610080,13616251,3.672082719391703
1747958818970810,11405868,1,127,50,24246880,11250720,12996160,3.847290276512447
1747958819682845,11497388,1,128,50,24958915,11342240,13616675,3.671968377008337
1747958819708104,12138028,1,135,50,24984174,11982880,13001294,3.845771044020695
1747958820419917,12229548,1,136,50,25695987,12074400,13621587,3.6706442501890564
1747958820441170,12870188,1,143,50,25717240,12715040,13002200,3.845503068711449
1747958821152989,12961708,1,144,50,26429059,12806560,13622499,3.6703985076453303
1747958821173845,13602348,1,151,50,26449915,13447200,13002715,3.8453507594375482
1747958821886776,13693868,1,152,50,27162846,13538720,13624126,3.6699601868039093
1747958821910963,14334508,1,159,50,27187033,14179360,13007673,3.8438850669139666
1747958822623677,14426028,1,160,50,27899747,14270880,13628867,3.668683537670446
1747958822644587,15066668,1,167,50,27920657,14911520,13009137,3.8434524903535103
1747958823356947,15158188,1,168,50,28633017,15003040,13629977,3.6683847669001937
1747958823381016,15798828,1,175,50,28657086,15643680,13013406,3.8421916598928827
1747958824090073,15890348,1,176,50,29366143,15735200,13630943,3.6681247951810816
1747958824114835,16530988,1,183,50,29390905,16375840,13015065,3.8417019046773873
1747958824827239,16622508,1,184,50,30103309,16467360,13635949,3.666778161167954
1747958824848140,17263148,1,191,50,30124210,17108000,13016210,3.841363960784284
1747958825560377,17354668,1,192,50,30836447,17199520,13636927,3.6665151907024214
1747958825584739,17995308,1,199,50,30860809,17840160,13020649,3.840054362881604
1747958825613690,18086828,1,200,50,30889760,17931680,12958080,3.8585963352595445
1747958826288910,18681708,1,206,50,31564980,18526560,13038420,3.834820476714203
1747958826314088,18773228,1,207,50,31590158,18618080,12972078,3.8544325743338885
1747958827022202,19413868,1,214,50,32298272,19258720,13039552,3.8344875652169645
1747958827046663,19505388,1,215,50,32322733,19350240,12972493,3.8543092680797746
1747958827756055,20146028,1,222,50,33032125,19990880,13041245,3.8339897762828627
1747958827775791,20237548,1,223,50,33051861,20082400,12969461,3.855210328324361
1747958827804957,20329068,0,20329068,50,33081027,20173920,12907107,3.873834779552072
1747958828484656,20878188,1,230,50,33760726,20723040,13037686,3.8350363707179325
1747958828509004,20969708,1,231,50,33785074,20814560,12970514,3.854897346396604
1747958828538458,21061228,1,2,50,33814528,20906080,12908448,3.8734323444615497
1747958829218097,21610348,1,238,50,34494167,21455200,13038967,3.834659601485302
1747958829241840,21701868,1,239,50,34517910,21546720,12971190,3.854696446509534
1747958829967551,21793388,1,24022342508,50,35243621,21638240,13605381,3.6750165247118036
1747958829987816,22434028,1,247,50,35263886,22278880,12985006,3.850595063259886
1747958830703925,22525548,1,248,50,35979995,22370400,13609595,3.673878612846304
1747958830725114,23166188,1,255,50,36001184,23011040,12990144,3.8490720349212446
1747958831437957,23257708,1,256,50,36714027,23102560,13611467,3.673373340287274
1747958831458634,23898348,1,263,50,36734704,23743200,12991504,3.848669099436062
1747958832170577,23989868,1,264,50,37446647,23834720,13611927,3.6732492027028942
1747958832195087,24630508,1,271,50,37471157,24475360,12995797,3.847397739438374
1747958832908520,24722028,1,272,50,38184590,24566880,13617710,3.6716892928399854
1747958832928823,25362668,1,279,50,38204893,25207520,12997373,3.8469312221785126
1747958833641595,25454188,1,280,50,38917665,25299040,13618625,3.6714426015842276
1747958833662038,26094828,1,287,50,38938108,25939680,12998428,3.8466189911580075
1747958834374055,26186348,1,288,50,39650125,26031200,13618925,3.671361726421138
1747958834399154,26826988,1,295,50,39675224,26671840,13003384,3.8451529232698194
1747958835107822,26918508,1,296,50,40383892,26763360,13620532,3.6709285657858297
1747958835133116,27513388,1,302,50,40409186,27358240,13050946,3.831139903574806
1747958835845085,27604908,1,303,50,41121155,27449760,13671395,3.6572712587120773
1747958835865407,28245548,1,310,50,41141477,28090400,13051077,3.8311014485624444
1747958836578081,28337068,1,311,50,41854151,28181920,13672231,3.657047631802008
1747958836602731,28977708,1,318,50,41878801,28822560,13056241,3.8295861726204348
1747958836639587,29069228,1,319,50,41915657,28914080,13001577,3.845687334697937
1747958837318827,29709868,1,326,50,42594897,29554720,13040177,3.8343037828397577
1747958837364684,29801388,1,327,50,42640754,29646240,12994514,3.8477776083045505
1747958838048182,30442028,1,334,50,43324252,30286880,13037372,3.835128736067361
1747958838101535,30533548,1,335,50,43377605,30378400,12999205,3.8463890676391363
1747958838780944,31174188,1,342,50,44057014,31019040,13037974,3.8349516573663975
1747958838806158,31265708,1,343,50,44082228,31110560,12971668,3.8545544027182936
1747958838818200,3,1,349,50,44094270,-155145,44249415,1.1299584412584889
1747958839514864,31906348,1,350,50,44790934,31751200,13039734,3.83443404597057
1747958839534685,31997868,1,351,50,44810755,31842720,12968035,3.8556342576188296
1747958840248140,32638508,1,358,50,45524210,32483360,13040850,3.834105905673326
1747958840268664,32730028,1,359,50,45544734,32574880,12969854,3.8550935114612703
1747958840976975,33370668,1,366,50,46253045,33215520,13037525,3.8350837294655236
1747958841001091,33462188,1,367,50,46277161,33307040,12970121,3.855014151371448
1747958841709156,34102828,1,374,50,46985226,33947680,13037546,3.8350775521712444
1747958841734281,34194348,1,375,50,47010351,34039200,12971151,3.854708036318442
1747958841762424,34285868,100,34285868,50,47038494,34130720,12907774,3.8736346019073467
1747958842443041,34834988,1,382,50,47719111,34679840,13039271,3.8345701995149883
1747958842467224,34926508,1,383,50,47743294,34771360,12971934,3.854475361962218
1747958842491760,35018028,1,3,50,47767830,34862880,12904950,3.874482272306363
1747958843175987,35567148,1,390,50,48452057,35412000,13040057,3.8343390676896583
1747958843196505,35658668,1,391,50,48472575,35503520,12969055,3.855331016793436
1747958843925789,35750188,1,392,50,49201859,35595040,13606819,3.6746281404933807
1747958843945940,36390828,1,399,50,49222010,36235680,12986330,3.850202482148536
1747958844658262,36482348,1,400,50,49934332,36327200,13607132,3.6745436143340124
1747958844682527,37077228,1,406,50,49958597,36922080,13036517,3.835380262995093
1747958845395223,37168748,1,407,50,50671293,37013600,13657693,3.660940394545404
1747958845415957,37809388,1,414,50,50692027,37654240,13037787,3.8350066617900724
1747958846128986,37900908,1,415,50,51405056,37745760,13659296,3.660510761315957
1747958846153163,38541548,1,422,50,51429233,38386400,13042833,3.833522977715041
1747958846861889,38633068,1,423,50,52137959,38477920,13660039,3.66031165796818
1747958846886556,39273708,1,430,50,52162626,39118560,13044066,3.833160611116196
1747958847595425,39365228,1,431,50,52871495,39210080,13661415,3.6599429854081733
1747958847619732,40005868,1,438,50,52895802,39850720,13045082,3.8328620701655995
1747958848332752,40097388,1,439,50,53608822,39942240,13666582,3.6585592505865767
1747958848352968,40738028,1,446,50,53629038,40582880,13046158,3.8325459495431526
1747958849065602,40829548,1,447,50,54341672,40674400,13667272,3.6583745461420536
