Tempo total receptor,Tempo total emissor,Id do pacote,Id da mensagem,Distancia (m),Tempo zerado receptor,Tempo zerado emissor,Delta tempo,Velocidade (m/s)
1747959551561279,109580,1,1,25,0,0,0,0
1747959551651027,197404,1,2,25,89748,87824,1924,12993.762993762994
1747959551741176,285804,1,3,25,179897,176224,3673,6806.425265450585
1747959551827464,374204,1,4,25,266185,264624,1561,16015.374759769378
1747959551917119,462604,1,5,25,355840,353024,2816,8877.84090909091
1747959552007389,551004,1,6,25,446110,441424,4686,5335.0405463081515
1747959552097330,639404,1,7,25,536051,529824,6227,4014.774369680424
1747959552183040,727804,1,8,25,621761,618224,3537,7068.136839129205
1747959552273576,816204,1,9,25,712297,706624,5673,4406.839414771725
1747959552363526,904604,1,10,25,802247,795024,7223,3461.165720614703
1747959552453800,994044,1,11,25,892521,884464,8057,3102.8918952463696
1747959552544375,1083484,1,12,25,983096,973904,9192,2719.7563098346386
1747959552638165,1173964,1,13,25,1076886,1064384,12502,1999.6800511918095
1747959552727864,1264444,1,14,25,1166585,1154864,11721,2132.9238119614365
1747959552818240,1354924,1,15,25,1256961,1245344,11617,2152.0185934406472
1747959552908052,1445404,1,16,25,1346773,1335824,10949,2283.3135446159467
1747959553002502,1535884,1,17,25,1441223,1426304,14919,1675.715530531537
1747959553092876,1626364,1,18,25,1531597,1516784,14813,1687.7067440761493
1747959553183336,1716844,1,19,25,1622057,1607264,14793,1689.988508078145
1747959553272943,1807324,1,20,25,1711664,1697744,13920,1795.9770114942528
1747959553367056,1897804,1,21,25,1805777,1788224,17553,1424.2579616020055
1747959553457393,1988284,1,22,25,1896114,1878704,17410,1435.9563469270536
1747959553546590,2078764,1,23,25,1985311,1969184,16127,1550.195324610901
1747959553638426,2169244,1,24,25,2077147,2059664,17483,1429.9605330892869
1747959553732151,2259724,1,25,25,2170872,2150144,20728,1206.0980316480125
1747959553821414,2350204,1,26,25,2260135,2240624,19511,1281.3284813694838
1747959553911265,2440684,1,27,25,2349986,2331104,18882,1324.0122868340218
1747959554004296,2531164,1,28,25,2443017,2421584,21433,1166.425605374889
1747959554096204,2621644,1,29,25,2534925,2512064,22861,1093.5654608284851
1747959554186039,2712124,1,30,25,2624760,2602544,22216,1125.315088224703
1747959554275961,2802604,1,31,25,2714682,2693024,21658,1154.3078769969527
1747959554366168,2893084,1,32,25,2804889,2783504,21385,1169.0437222352116
1747959554460258,2983564,1,33,25,2898979,2873984,24995,1000.2000400080016
1747959554550606,3074044,1,34,25,2989327,2964464,24863,1005.5101958733861
1747959554641074,3164524,1,35,25,3079795,3054944,24851,1005.9957345780854
1747959554734750,3255004,1,36,25,3173471,3145424,28047,891.3609298677221
1747959554825060,3345484,1,37,25,3263781,3235904,27877,896.7966423933709
1747959554915534,3435964,1,38,25,3354255,3326384,27871,896.9897025582146
1747959555005936,3526444,1,39,25,3444657,3416864,27793,899.5070701255711
1747959555099768,3616924,1,40,25,3538489,3507344,31145,802.6970621287526
1747959555189932,3707404,1,41,25,3628653,3597824,30829,810.9247786175355
1747959555279831,3797884,1,42,25,3718552,3688304,30248,826.5009256810367
1747959555370184,3888364,1,43,25,3808905,3778784,30121,829.985724245543
1747959555464117,3978844,1,44,25,3902838,3869264,33574,744.6238160481325
1747959555553632,4069324,1,45,25,3992353,3959744,32609,766.6595111778956
1747959555644071,4159804,1,46,25,4082792,4050224,32568,767.6246622451487
1747959555734601,4250284,1,47,25,4173322,4140704,32618,766.447973511558
1747959555828255,4340772,1,48,25,4266976,4231192,35784,698.6362620165437
1747959555919210,4431244,1,49,25,4357931,4321664,36267,689.3318995229823
1747959556008561,4521724,1,50,25,4447282,4412144,35138,711.4804485172747
1747959556098432,4612204,1,51,25,4537153,4502624,34529,724.0290770077327
1747959556193205,4702684,1,52,25,4631926,4593104,38822,643.9647622482097
1747959556283116,4793164,1,53,25,4721837,4683584,38253,653.5435129270907
1747959556373714,4883644,1,54,25,4812435,4774064,38371,651.5337103541736
1747959556463204,4974124,1,55,25,4901925,4864544,37381,668.7889569567428
1747959556557033,5064604,1,56,25,4995754,4955024,40730,613.7981831573778
1747959556647382,5155084,1,57,25,5086103,5045504,40599,615.7787137614226
1747959556738018,5245564,1,58,25,5176739,5135984,40755,613.421666053245
1747959556827708,5336044,1,59,25,5266429,5226464,39965,625.5473539346929
1747959556922241,5426524,1,60,25,5360962,5316944,44018,567.9494752146849
1747959557012641,5517004,1,61,25,5451362,5407424,43938,568.9835677545633
1747959557102235,5607484,1,62,25,5540956,5497904,43052,580.693115302425
1747959557192186,5697964,1,63,25,5630907,5588384,42523,587.9171272017496
1747959557286117,5788444,1,64,25,5724838,5678864,45974,543.7856179579762
1747959557376461,5878924,1,65,25,5815182,5769344,45838,545.3990139185829
1747959557467433,5969404,1,66,25,5906154,5859824,46330,539.6071659831642
1747959557557012,6059884,1,67,25,5995733,5950304,45429,550.3092738118823
1747959557650900,6150364,1,68,25,6089621,6040784,48837,511.9069557917153
1747959557740819,6240844,1,69,25,6179540,6131264,48276,517.8556632695335
1747959557831507,6331324,1,70,25,6270228,6221744,48484,515.6340235954129
1747959557922074,6421804,1,71,25,6360795,6312224,48571,514.7104239155051
1747959558016049,6512284,1,72,25,6454770,6402704,52066,480.15979718050164
1747959558106060,6602772,1,73,25,6544781,6493192,51589,484.59943011107015
1747959558195672,6693244,1,74,25,6634393,6583664,50729,492.8147607877151
1747959558286680,6783724,1,75,25,6725401,6674144,51257,487.73826014007847
