Tempo total receptor,Tempo total emissor,Id do pacote,Id da mensagem,Distancia (m),Tempo zerado receptor,Tempo zerado emissor,Delta tempo,Velocidade (m/s)
1747352400409688,109580,1,1,50,0,0,0,0
1747352400589891,288924,1,3,50,180203,179344,859,58207.217694994186
1747352400671489,377324,1,4,50,261801,267744,-5943,0
1747352400761928,465724,1,5,50,352240,356144,-3904,0
1747352400851490,554124,1,6,50,441802,444544,-2742,0
1747352400941624,642524,1,7,50,531936,532944,-1008,0
1747352401031542,730924,1,8,50,621854,621344,510,98039.2156862745
1747352401118375,819324,1,9,50,708687,709744,-1057,0
1747352401228589,907724,1,10,50,818901,798144,20757,2408.8259382377028
1747352401679229,1370524,1,15,50,1269541,1260944,8597,5815.982319413749
1747352401769466,1461004,1,16,50,1359778,1351424,8354,5985.156811108451
1747352401858946,1551484,1,17,50,1449258,1441904,7354,6799.020940984498
1747352401949840,1641964,1,18,50,1540152,1532384,7768,6436.663233779609
1747352402039263,1732444,1,19,50,1629575,1622864,6711,7450.454477723141
1747352402133515,1822924,1,20,50,1723827,1713344,10483,4769.627015167414
1747352402223528,1913404,1,21,50,1813840,1803824,10016,4992.012779552715
1747352402314275,2003884,1,22,50,1904587,1894304,10283,4862.3942429252165
1747352402408072,2094364,1,23,50,1998384,1984784,13600,3676.470588235294
1747352402498343,2184844,1,24,50,2088655,2075264,13391,3733.8510940183705
1747352402588859,2275324,1,25,50,2179171,2165744,13427,3723.840023832576
1747352402682801,2365804,1,26,50,2273113,2256224,16889,2960.5068387707975
1747352402773017,2456284,1,27,50,2363329,2346704,16625,3007.518796992481
1747352402863271,2546764,1,28,50,2453583,2437184,16399,3048.9664003902676
1747352402952976,2637244,1,29,50,2543288,2527664,15624,3200.2048131080387
1747352403047217,2727724,1,30,50,2637529,2618144,19385,2579.3139025019345
1747352403133159,2818204,1,31,50,2723471,2708624,14847,3367.6837071462246
1747352403227071,2908684,1,32,50,2817383,2799104,18279,2735.379397122381
1747352403317969,2999164,1,33,50,2908281,2889584,18697,2674.225811627534
