Tempo total receptor,Tempo total emissor,Id do pacote,Id da mensagem,Distancia (m),Tempo zerado receptor,Tempo zerado emissor,Delta tempo,Velocidade (m/s)
1747959026125893,155148,1,2,100,0,0,0,0
1747959026146708,242508,1,3,100,20815,87360,-66545,0
1747959026842625,329868,1,4,100,716732,174720,542012,184.49776019719118
1747959026858899,417228,1,5,100,733006,262080,470926,212.34758751905818
1747959026879809,504588,1,6,100,753916,349440,404476,247.23345760935135
1747959027567901,591948,1,7,100,1442008,436800,1005208,99.4818982737901
1747959027588053,679308,1,8,100,1462160,524160,938000,106.60980810234543
1747959027625046,766668,1,9,100,1499153,611520,887633,112.65917332951794
1747959028301460,854036,1,10,100,2175567,698888,1476679,67.7195246902001
1747959028317328,942428,1,11,100,2191435,787280,1404155,71.21720892636496
1747959028337690,1030828,1,12,100,2211797,875680,1336117,74.84374497143588
1747959029029384,1120276,1,13,100,2903491,965128,1938363,51.58992407510874
1747959029055081,1209708,1,14,100,2929188,1054560,1874628,53.343916766419795
1747959029074762,1299148,1,15,100,2948869,1144000,1804869,55.40568318254677
1747959029767426,1388592,1,16,100,3641533,1233444,2408089,41.52670437014579
1747959029787166,1478028,1,17,100,3661273,1322880,2338393,42.76441128587025
1747959029807931,1567468,1,18,100,3682038,1412320,2269718,44.05833676254054
1747959029828317,1656908,1,19,100,3702424,1501760,2200664,45.44083058567777
1747959030521345,1746348,1,20,100,4395452,1591200,2804252,35.66013325478595
1747959030540957,1835788,1,21,100,4415064,1680640,2734424,36.57077322317241
1747959030561171,1925228,1,22,100,4435278,1770080,2665198,37.52066450597666
1747959031254441,2014668,1,23,100,5128548,1859520,3269028,30.590132602106802
1747959031274679,2104108,1,24,100,5148786,1948960,3199826,31.251699311150045
1747959031295235,2193548,1,25,100,5169342,2038400,3130942,31.93926939560043
1747959031987015,2282988,1,26,100,5861122,2127840,3733282,26.78608259434996
1747959032007305,2372428,1,27,100,5881412,2217280,3664132,27.291593206794953
1747959032028047,2461868,1,28,100,5902154,2306720,3595434,27.81305400126939
1747959032720547,2551308,1,29,100,6594654,2396160,4198494,23.818064286860956
1747959032740914,2640748,1,30,100,6615021,2485600,4129421,24.216470057182352
1747959032761132,2730188,1,31,100,6635239,2575040,4060199,24.62933467054201
1747959033453612,2819628,1,32,100,7327719,2664480,4663239,21.444322283288503
1747959033474099,2909068,1,33,100,7348206,2753920,4594286,21.766167800611452
1747959033494778,2998508,1,34,100,7368885,2843360,4525525,22.096883786963943
1747959034185958,3087948,1,35,100,8060065,2932800,5127265,19.503575492977248
1747959034207046,3177388,1,36,100,8081153,3022240,5058913,19.767092258752026
1747959034227291,3266828,1,37,100,8101398,3111680,4989718,20.041212749898893
1747959034919194,3356268,1,38,100,8793301,3201120,5592181,17.882110754283524
1747959034940011,3445708,1,39,100,8814118,3290560,5523558,18.10427264455266
1747959034960602,3535148,1,40,100,8834709,3380000,5454709,18.332783655370065
1747959035653213,3624588,1,41,100,9527320,3469440,6057880,16.507425039782895
1747959035672939,3714028,1,42,100,9547046,3558880,5988166,16.699603851997423
1747959035697964,3803468,1,43,100,9572071,3648320,5923751,16.881195715349953
1747959036385341,3892908,1,44,100,10259448,3737760,6521688,15.333453547609146
1747959036406567,3982356,1,45,100,10280674,3827208,6453466,15.495549213399435
1747959036429141,4071788,1,46,100,10303248,3916640,6386608,15.657763870899858
1747959037118856,4161228,1,47,100,10992963,4006080,6986883,14.312533929650748
1747959037138780,4250668,1,48,100,11012887,4095520,6917367,14.456367574541007
1747959037163498,4340108,1,49,100,11037605,4184960,6852645,14.59290536719763
1747959037856102,4429548,1,50,100,11730209,4274400,7455809,13.412360751194136
1747959037875923,4518988,1,51,100,11750030,4363840,7386190,13.53877980393139
1747959037896125,4608428,1,52,100,11770232,4453280,7316952,13.666892990414588
1747959038588278,4697868,1,53,100,12462385,4542720,7919665,12.626796714254958
1747959038609364,4787308,1,54,100,12483471,4632160,7851311,12.736726388752146
1747959038629361,4876748,1,55,100,12503468,4721600,7781868,12.850385023236067
1747959039321944,4966188,1,56,100,13196051,4811040,8385011,11.926042792311184
1747959039342571,5055628,1,57,100,13216678,4900480,8316198,12.024725722018644
1747959039363243,5145068,1,58,100,13237350,4989920,8247430,12.12498923907205
1747959040056784,5234508,1,59,100,13930891,5079360,8851531,11.29748062792753
1747959040075292,5323948,1,60,100,13949399,5168800,8780599,11.388744663091892
1747959040095883,5413388,1,61,100,13969990,5258240,8711750,11.478749964128905
1747959040788040,5502828,1,62,100,14662147,5347680,9314467,10.735987362454555
1747959040808733,5592268,1,63,100,14682840,5437120,9245720,10.815815317790285
1747959040828904,5681708,1,64,100,14703011,5526560,9176451,10.897459159319872
1747959041521735,5771148,1,65,100,15395842,5616000,9779842,10.225114066259966
1747959041541926,5860588,1,66,100,15416033,5705440,9710593,10.298032262293354
1747959041562130,5950028,1,67,100,15436237,5794880,9641357,10.371983943753976
1747959042254856,6039468,1,68,100,16128963,5884320,10244643,9.761199096932904
1747959042274910,6128908,1,69,100,16149017,5973760,10175257,9.827761598552252
1747959042295647,6218348,1,70,100,16169754,6063200,10106554,9.894569405160256
1747959042987647,6307788,1,71,100,16861754,6152640,10709114,9.337840646761254
1747959043007749,6397228,1,72,100,16881856,6242080,10639776,9.39869410784588
1747959043028778,6486668,1,73,100,16902885,6331520,10571365,9.459516344388827
1747959043721121,6576108,1,74,100,17595228,6420960,11174268,8.94913205947808
1747959043741263,6665548,1,75,100,17615370,6510400,11104970,9.004977050815986
1747959043765494,6754988,1,76,100,17639601,6599840,11039761,9.058167110682922
1747959043786248,6844436,1,77,100,17660355,6689288,10971067,9.114883720972628
1747959044474600,6933868,1,78,100,18348707,6778720,11569987,8.643052062201972
1747959044494954,7023308,1,79,100,18369061,6868160,11500901,8.694970941841861
1747959044519452,7112752,1,80,100,18393559,6957604,11435955,8.744350602988558
1747959045207677,7202188,1,81,100,19081784,7047040,12034744,8.309275211836662
1747959045228798,7291628,1,82,100,19102905,7136480,11966425,8.356714724740263
1747959045249058,7381068,1,83,100,19123165,7225920,11897245,8.405307279122184
1747959045941554,7470508,1,84,100,19815661,7315360,12500301,7.999807364638659
1747959045961655,7559948,1,85,100,19835762,7404800,12430962,8.044429707049222
1747959045985864,7649388,1,86,100,19859971,7494240,12365731,8.086865224546774
1747959046678534,7738828,1,87,100,20552641,7583680,12968961,7.710717921042402
1747959046698257,7828268,1,88,100,20572364,7673120,12899244,7.752392310743173
1747959046719756,7918364908,1,94,100,20593863,7918209760,-7897615897,0
1747959047411429,8454348,1,95,100,21285536,8299200,12986336,7.700401406524519
1747959047431398,8543788,1,96,100,21305505,8388640,12916865,7.741816609525609
1747959048144657,9128268,1,102,100,22018764,8973120,13045644,7.665393904662737
1747959048164640,9218748,1,103,100,22038747,9063600,12975147,7.707041777638435
1747959048193521,9309229852108,1,110,100,22067628,9309229696960,-9309207629332,0
1747959048885631,9942588,1,111,100,22759738,9787440,12972298,7.7087344123608625
1747959049619242,10033068,1,112,100,23493349,9877920,13615429,7.344608825766709
1747959049643114,10673708,1,119,100,23517221,10518560,12998661,7.693100081616099
1747959050351519,10765228,1,120,100,24225626,10610080,13615546,7.344545712672852
1747959050376431,11405868,1,127,100,24250538,11250720,12999818,7.692415386123098
1747959051085430,11497388,1,128,100,24959537,11342240,13617297,7.34360130354798
1747959051109972,12138028,1,135,100,24984079,11982880,13001199,7.691598290280766
1747959051822543,12229548,1,136,100,25696650,12074400,13622250,7.340931197122355
1747959051842688,12870188,1,143,100,25716795,12715040,13001755,7.691269370942615
1747959052554952,12961708,1,144,100,26429059,12806560,13622499,7.3407970152906605
1747959052580064,13602348,1,151,100,26454171,13447200,13006971,7.688185050923847
1747959053288907,13693868,1,152,100,27163014,13538720,13624294,7.339829865679645
1747959053312894,14334508,1,159,100,27187001,14179360,13007641,7.687789046453543
1747959054025635,14426028,1,160,100,27899742,14270880,13628862,7.33736976718966
1747959054046147,15066668,1,167,100,27920254,14911520,13008734,7.687143114771968
1747959054759119,15158188,1,168,100,28633226,15003040,13630186,7.336657034614201
1747959054782740,15798828,1,175,100,28656847,15643680,13013167,7.684524451273084
1747959055496214,15890348,1,176,100,29370321,15735200,13635121,7.334001656457614
1747959055516702,16530988,1,183,100,29390809,16375840,13014969,7.683460483079137
1747959056229836,16622508,1,184,100,30103943,16467360,13636583,7.33321536634214
1747959056253471,17263148,1,191,100,30127578,17108000,13019578,7.680740497119031
1747959056962610,17354668,1,192,100,30836717,17199520,13637197,7.332885196276038
1747959056987121,17995308,1,199,100,30861228,17840160,13021068,7.6798615904624725
1747959057015828,18086828,1,200,100,30889935,17931680,12958255,7.71708845056684
1747959057691565,18681708,1,206,100,31565672,18526560,13039112,7.669233917156322
1747959057716231,18773228,1,207,100,31590338,18618080,12972258,7.708758182268654
1747959058424661,19413868,1,214,100,32298768,19258720,13040048,7.66868342815916
1747959058449366,19505388,1,215,100,32323473,19350240,12973233,7.708178832523859
1747959059157957,20146028,1,222,100,33032064,19990880,13041184,7.668015419458847
1747959059182443,20237548,1,223,100,33056550,20082400,12974150,7.7076340261211715
1747959059211074,20329068,0,20329068,100,33085181,20173920,12911261,7.745176865373568
1747959059890568,20878188,1,230,100,33764675,20723040,13041635,7.667750247572487
1747959059911380,20969708,1,231,100,33785487,20814560,12970927,7.709549209551484
1747959059944374,21061228,1,2,100,33818481,20906080,12912401,7.744493065232407
1747959060623729,21610348,1,238,100,34497836,21455200,13042636,7.667161760858772
1747959060644500,21701868,1,239,100,34518607,21546720,12971887,7.70897865514863
1747959061369270,21793388,1,24022342508,100,35243377,21638240,13605137,7.350164867873069
1747959061393480,22434028,1,247,100,35267587,22278880,12988707,7.698995750693276
1747959062106591,22525548,1,248,100,35980698,22370400,13610298,7.347377698857144
1747959062126896,23166188,1,255,100,36001003,23011040,12989963,7.698251334511115
1747959062839694,23257708,1,256,100,36713801,23102560,13611241,7.346868665392083
1747959062863899,23898348,1,263,100,36738006,23743200,12994806,7.695382293510192
1747959063572545,23989868,1,264,100,37446652,23834720,13611932,7.3464957068548395
1747959063597536,24630508,1,271,100,37471643,24475360,12996283,7.694507729633157
1747959064309640,24722028,1,272,100,38183747,24566880,13616867,7.3438332033352465
1747959064330397,25362668,1,279,100,38204504,25207520,12996984,7.694092721819155
1747959065043287,25454188,1,280,100,38917394,25299040,13618354,7.34303132375616
1747959065068164,26094828,1,287,100,38942271,25939680,13002591,7.690774861717945
1747959065776432,26186348,1,288,100,39650539,26031200,13619339,7.3425002490943205
