Tempo total receptor,Tempo total emissor,Id do pacote,Id da mensagem,Distancia (m),Tempo zerado receptor,Tempo zerado emissor,Delta tempo,Velocidade (m/s)
1747961095154273,109580,1,1,200,0,0,0,0
1747961095244290,197404,1,2,200,90017,87824,2193,91199.27040583675
1747961095342649,285804,1,3,200,188376,176224,12152,16458.196181698488
1747961095424189,374204,1,4,200,269916,264624,5292,37792.89493575208
1747961095510863,462604,1,5,200,356590,353024,3566,56085.24957936063
1747961095616933,551004,1,6,200,462660,441424,21236,9417.969485778865
1747961095796779,730924,1,8,200,642506,621344,21162,9450.902561194594
1747961095878721,822444,1,9,200,724448,712864,11584,17265.193370165744
1747961095981817,910844,1,10,200,827544,801264,26280,7610.3500761035
1747961096088086,1003404,1,11,200,933813,893824,39989,5001.375378229013
1747961096153281,1097004,1,12,200,999008,987424,11584,17265.193370165744
1747961096432405,1374684,1,15,200,1278132,1265104,13028,15351.550506601166
1747961096530597,1465164,1,16,200,1376324,1355584,20740,9643.201542912246
1747961096616763,1555644,1,17,200,1462490,1446064,16426,12175.818823815902
1747961096706666,1646124,1,18,200,1552393,1536544,15849,12619.092687235789
1747961096797075,1736604,1,19,200,1642802,1627024,15778,12675.877804537964
1747961096899197,1827084,1,20,200,1744924,1717504,27420,7293.946024799417
1747961096989436,1917564,1,21,200,1835163,1807984,27179,7358.622465874389
1747961097075472,2008044,1,22,200,1921199,1898464,22735,8797.009016934244
1747961097160959,2098524,1,23,200,2006686,1988944,17742,11272.686281140795
1747961097259796,2189004,1,24,200,2105523,2079424,26099,7663.128855511705
1747961097341475,2279484,1,25,200,2187202,2169904,17298,11562.030292519366
1747961097443922,2369964,1,26,200,2289649,2260384,29265,6834.102169827439
1747961097525977,2460444,1,27,200,2371704,2350864,20840,9596.928982725527
1747961097616040,2550924,1,28,200,2461767,2441344,20423,9792.880575821378
1747961097726005,2641404,1,29,200,2571732,2531824,39908,5011.526510975244
1747961098566311,3480684,1,38,200,3412038,3371104,40934,4885.913910196902
1747961099135411,4042284,1,44,200,3981138,3932704,48434,4129.330635503985
1747961099225779,4135884,1,45,200,4071506,4026304,45202,4424.582983053847
1747961099307650,4226364,1,46,200,4153377,4116784,36593,5465.526193534282
1747961099418123,4316844,1,47,200,4263850,4207264,56586,3534.443148481957
1747961099495868,4410444,1,48,200,4341595,4300864,40731,4910.264908791829
1747961099586274,4500924,1,49,200,4432001,4391344,40657,4919.202105418502
1747961099676152,4594524,1,50,200,4521879,4484944,36935,5414.9180993637465
1747961099787133,4685004,1,51,200,4632860,4575424,57436,3482.136639041716
1747961099967113,4869084,1,53,200,4812840,4759504,53336,3749.812509374531
1747961100155331,5053164,1,55,200,5001058,4943584,57474,3479.8343598844694
1747961100524010,5424444,1,59,200,5369737,5314864,54873,3644.779764182749
1747961100806014,5702124,1,62,200,5651741,5592544,59197,3378.5495886615877
1747961100913083,5792604,1,63,200,5758810,5683024,75786,2639.009843506716
1747961100974198,5886204,1,64,200,5819925,5776624,43301,4618.830973880511
1747961101076656,5979804,1,65,200,5922383,5870224,52159,3834.429341053318
1747961101161957,6070292,1,66,200,6007684,5960712,46972,4257.855743847398
1747961101252452,6160764,1,67,200,6098179,6051184,46995,4255.771890626662
1747961101342791,6251244,1,68,200,6188518,6141664,46854,4268.578990054211
1747961101465797,6341724,1,69,200,6311524,6232144,79380,2519.5263290501384
1747961101539564,6435324,1,70,200,6385291,6325744,59547,3358.6914538095957
1747961101629810,6525804,1,71,200,6475537,6416224,59313,3371.942070035237
1747961101711382,6616284,1,72,200,6557109,6506704,50405,3967.8603313163376
1747961101817109,6706764,1,73,200,6662836,6597184,65652,3046.3656857369156
1747961101895046,6797244,1,74,200,6740773,6687664,53109,3765.840064772449
1747961101985912,6887724,1,75,200,6831639,6778144,53495,3738.667165155622
1747961102075159,6978204,1,76,200,6920886,6868624,52262,3826.87229727144
1747961102182635,7068692,1,77,200,7028362,6959112,69250,2888.0866425992776
1747961102259856,7159164,1,78,200,7105583,7049584,55999,3571.4923480776442
1747961102350137,7249644,1,79,200,7195864,7140064,55800,3584.229390681003
1747961102439722,7340124,1,80,200,7285449,7230544,54905,3642.6554958564793
1747961102530508,7430604,1,81,200,7376235,7321024,55211,3622.46653746536
1747961102624516,7521084,1,82,200,7470243,7411504,58739,3404.8928309981443
1747961102714912,7611564,1,83,200,7560639,7501984,58655,3409.768988151053
1747961102804744,7702044,1,84,200,7650471,7592464,58007,3447.8597410657335
1747961102894690,7792524,1,85,200,7740417,7682944,57473,3479.894907173803
1747961102988926,7883004,1,86,200,7834653,7773424,61229,3266.4260399483906
1747961103079140,7973484,1,87,200,7924867,7863904,60963,3280.6784443022816
1747961103169526,8063964,1,88,200,8015253,7954384,60869,3285.744796201679
1747961103267646,8154444,1,89,200,8113373,8044864,68509,2919.324468318031
1747961103357459,8244924,1,90,200,8203186,8135344,67842,2948.026296394564
1747961103451612,8335404,1,91,200,8297339,8225824,71515,2796.6160945256242
1747961103533369,8425884,1,92,200,8379096,8316304,62792,3185.119123455217
1747961103624306,8516364,1,93,200,8470033,8406784,63249,3162.1053297285334
1747961103717934,8606844,1,94,200,8563661,8497264,66397,3012.184285434583
1747961103808562,8697324,1,95,200,8654289,8587744,66545,3005.4850101435118
1747961103902178,8787804,1,96,200,8747905,8678224,69681,2870.222872806073
1747961103991999,8878284,1,97,200,8837726,8768704,69022,2897.6268436150795
1747961104090638,8968764,1,98,200,8936365,8859184,77181,2591.3113331001155
1747961104266644,9152844,1,100,200,9112371,9043264,69107,2894.0628301040415
1747961104360778,9244364,1,101,200,9206505,9134784,71721,2788.5835389913696
1747961104451662,9335884,1,102,200,9297389,9226304,71085,2813.5330941830207
1747961104545820,9427404,1,103,200,9391547,9317824,73723,2712.8575885408895
1747961104635572,9518924,1,104,200,9481299,9409344,71955,2779.5149746369257
1747961104745728,9610444,1,105,200,9591455,9500864,90591,2207.724829177291
1747961104819732,9701964,1,106,200,9665459,9592384,73075,2736.9141293191924
