Tempo total receptor,Tempo total emissor,Id do pacote,Id da mensagem,Distancia (m),Tempo zerado receptor,Tempo zerado emissor,Delta tempo,Velocidade (m/s)
1747352622474565,7109244,1,76,75,0,0,0,0
1747352622564533,7199724,1,77,75,89968,90480,-512,0
1747352622654819,7290204,1,78,75,180254,180960,-706,0
1747352622744008,7380684,1,79,75,269443,271440,-1997,0
1747352622838899,7471164,1,80,75,364334,361920,2414,31068.76553438277
1747352622929089,7561644,1,81,75,454524,452400,2124,35310.734463276836
1747352623019322,7652124,1,82,75,544757,542880,1877,39957.37879595099
1747352623108635,7742604,1,83,75,634070,633360,710,105633.8028169014
1747352623202924,7833084,1,84,75,728359,723840,4519,16596.5921664085
1747352623293711,7923564,1,85,75,819146,814320,4826,15540.82055532532
1747352623383685,8014044,1,86,75,909120,904800,4320,17361.11111111111
1747352623474052,8104524,1,87,75,999487,995280,4207,17827.430473021155
1747352623567871,8195004,1,88,75,1093306,1085760,7546,9939.04055128545
1747352623657581,8285484,1,89,75,1183016,1176240,6776,11068.476977567887
1747352623748386,8375964,1,90,75,1273821,1266720,7101,10561.892691170258
1747352623838130,8466452,1,91,75,1363565,1357208,6357,11798.017932987259
1747352623932641,8556924,1,92,75,1458076,1447680,10396,7214.313197383609
1747352624022195,8647404,1,93,75,1547630,1538160,9470,7919.746568109821
1747352624112752,8737884,1,94,75,1638187,1628640,9547,7855.870954226459
1747352624202746,8828364,1,95,75,1728181,1719120,9061,8277.232093587905
1747352624296545,8918844,1,96,75,1821980,1809600,12380,6058.158319870759
1747352624386378,9009324,1,97,75,1911813,1900080,11733,6392.227051904883
1747352624477397,9099804,1,98,75,2002832,1990560,12272,6111.4732724902215
1747352624567188,9190284,1,99,75,2092623,2081040,11583,6475.006475006475
1747352624661274,9280764,1,100,75,2186709,2171520,15189,4937.783922575548
1747352624751356,9372284,1,101,75,2276791,2263040,13751,5454.148789178969
1747352624845934,9463804,1,102,75,2371369,2354560,16809,4461.895413171515
1747352624940178,9555324,1,103,75,2465613,2446080,19533,3839.6559668253726
1747352625030022,9646844,1,104,75,2555457,2537600,17857,4200.033600268802
1747352625124215,9738364,1,105,75,2649650,2629120,20530,3653.1904529956164
1747352625214198,9829884,1,106,75,2739633,2720640,18993,3948.8232506713002
1747352625308791,9921404,1,107,75,2834226,2812160,22066,3398.894226411674
1747352625398999,10012924,1,108,75,2924434,2903680,20754,3613.761202659728
1747352625492705,10105484,1,109,75,3018140,2996240,21900,3424.6575342465753
1747352625586607,10198052,1,110,75,3112042,3088808,23234,3228.027890160971
1747352625681135,10290604,1,111,75,3206570,3181360,25210,2975.0099166997225
1747352625771599,10383164,1,112,75,3297034,3273920,23114,3244.786709353639
1747352625865564,10475724,1,113,75,3390999,3366480,24519,3058.8523186100574
1747352625959104,10568284,1,114,75,3484539,3459040,25499,2941.291815365308
1747352626054147,10660844,1,115,75,3579582,3551600,27982,2680.2944750196557
1747352626144384,10753404,1,116,75,3669819,3644160,25659,2922.9510113410497
1747352626238400,10845964,1,117,75,3763835,3736720,27115,2765.996680803983
1747352626332801,10938524,1,118,75,3858236,3829280,28956,2590.136759220887
1747352626426705,11031084,1,119,75,3952140,3921840,30300,2475.2475247524753
1747352626520137,11123644,1,120,75,4045572,4014400,31172,2406.0053894520724
1747352626611212,11216204,1,121,75,4136647,4106960,29687,2526.3583386667565
1747352626705356,11308764,1,122,75,4230791,4199520,31271,2398.3882830737743
1747352626798886,11401324,1,123,75,4324321,4292080,32241,2326.2305759746905
1747352626893647,11493884,1,124,75,4419082,4384640,34442,2177.5738923407466
1747352626983965,11586444,1,125,75,4509400,4477200,32200,2329.192546583851
1747352627078064,11679004,1,126,75,4603499,4569760,33739,2222.946738196153
1747352627171732,11771564,1,127,75,4697167,4662320,34847,2152.26561827417
1747352627265922,11864124,1,128,75,4791357,4754880,36477,2056.090138991693
1747352627355906,11956684,1,129,75,4881341,4847440,33901,2212.3241202324416
1747352627450380,12049244,1,130,75,4975815,4940000,35815,2094.094653078319
1747352627545192,12141804,1,131,75,5070627,5032560,38067,1970.2104184726932
1747352627639308,12234364,1,132,75,5164743,5125120,39623,1892.8400171617495
1747352627728946,12326932,1,133,75,5254381,5217688,36693,2043.9865914479599
1747352627822942,12419484,1,134,75,5348377,5310240,38137,1966.5941211946406
1747352627917757,12512044,1,135,75,5443192,5402800,40392,1856.8033273915628
1747352628011773,12604604,1,136,75,5537208,5495360,41848,1792.200344102466
1747352628105275,12697164,1,137,75,5630710,5587920,42790,1752.745968684272
1747352628196395,12789724,1,138,75,5721830,5680480,41350,1813.7847642079807
1747352628289834,12882284,1,139,75,5815269,5773040,42229,1776.0306898103197
1747352628383942,12974844,1,140,75,5909377,5865600,43777,1713.2284076113026
1747352628478677,13067404,1,141,75,6004112,5958160,45952,1632.1378830083565
1747352628568861,13159964,1,142,75,6094296,6050720,43576,1721.1308977418764
1747352628663074,13252524,1,143,75,6188509,6143280,45229,1658.228127970992
1747352628756796,13345084,1,144,75,6282231,6235840,46391,1616.6928930180422
1747352628851273,13437644,1,145,75,6376708,6328400,48308,1552.537881924319
1747352628941767,13530204,1,146,75,6467202,6420960,46242,1621.902166861295
1747352629035133,13622764,1,147,75,6560568,6513520,47048,1594.1166468287706
1747352629129834,13715324,1,148,75,6655269,6606080,49189,1524.7311390758098
1747352629224052,13807884,1,149,75,6749487,6698640,50847,1475.013275119476
1747352629314364,13900444,1,150,75,6839799,6791200,48599,1543.2416304862238
1747352629407874,13993004,1,151,75,6933309,6883760,49549,1513.653151425861
1747352629502131,14085564,1,152,75,7027566,6976320,51246,1463.5288607891348
1747352629596362,14178124,1,153,75,7121797,7068880,52917,1417.3139066840524
1747352629691020,14270684,1,154,75,7216455,7161440,55015,1363.264564209761
1747352629784595,14363244,1,155,75,7310030,7254000,56030,1338.5686239514546
1747352629875218,14455804,1,156,75,7400653,7346560,54093,1386.5010260107592
1747352629969361,14548364,1,157,75,7494796,7439120,55676,1347.0795315755443
1747352630063130,14640924,1,158,75,7588565,7531680,56885,1318.4495033840205
1747352630153275,14733484,1,159,75,7678710,7624240,54470,1376.9047181935011
1747352630247512,14826044,1,160,75,7772947,7716800,56147,1335.7792936399094
1747352630342236,14918604,1,161,75,7867671,7809360,58311,1286.2067191439007
1747352630436523,15011164,1,162,75,7961958,7901920,60038,1249.2088344048768
1747352630526893,15103724,1,163,75,8052328,7994480,57848,1296.5011754943991
1747352630620400,15196284,1,164,75,8145835,8087040,58795,1275.618675057403
1747352630715102,15288844,1,165,75,8240537,8179600,60937,1230.7793294714213
1747352630809531,15381404,1,166,75,8334966,8272160,62806,1194.1534248320224
1747352630899543,15473964,1,167,75,8424978,8364720,60258,1244.6480135417703
1747352630993707,15566524,1,168,75,8519142,8457280,61862,1212.3759335294687
1747352631087771,15659084,1,169,75,8613206,8549840,63366,1183.600037875201
1747352631181549,15751644,1,170,75,8706984,8642400,64584,1161.2783351913786
1747352631276079,15844204,1,171,75,8801514,8734960,66554,1126.9044685518527
1747352631365862,15936764,1,172,75,8891297,8827520,63777,1175.9725292817159
1747352631459857,16029324,1,173,75,8985292,8920080,65212,1150.0950745261607
1747352631554595,16121892,1,174,75,9080030,9012648,67382,1113.056899468701
1747352631648356,16214444,1,175,75,9173791,9105200,68591,1093.4379145952093
1747352631738573,16307004,1,176,75,9264008,9197760,66248,1132.109648593165
1747352631833391,16399564,1,177,75,9358826,9290320,68506,1094.794616529939
1747352631927522,16492124,1,178,75,9452957,9382880,70077,1070.251295004067
1747352632021475,16584684,1,179,75,9546910,9475440,71470,1049.391353015251
1747352632111366,16677244,1,180,75,9636801,9568000,68801,1090.1004345867066
1747352632205032,16769804,1,181,75,9730467,9660560,69907,1072.853934512996
1747352632300202,16862364,1,182,75,9825637,9753120,72517,1034.2402471144696
1747352632393939,16954924,1,183,75,9919374,9845680,73694,1017.7219312291368
1747352632484540,17047484,1,184,75,10009975,9938240,71735,1045.514741757859
1747352632577820,17140044,1,185,75,10103255,10030800,72455,1035.1252501552688
1747352632672172,17232604,1,186,75,10197607,10123360,74247,1010.1418239120774
1747352632766419,17325164,1,187,75,10291854,10215920,75934,987.6998446018911
1747352632860745,17417724,1,188,75,10386180,10308480,77700,965.2509652509652
1747352632950737,17510284,1,189,75,10476172,10401040,75132,998.2430921578023
1747352633044991,17602844,1,190,75,10570426,10493600,76826,976.2320047900449
1747352633139185,17695404,1,191,75,10664620,10586160,78460,955.9010960999235
1747352633233323,17787964,1,192,75,10758758,10678720,80038,937.0548989230116
1747352633324216,17880524,1,193,75,10849651,10771280,78371,956.9866404664991
1747352633418342,17973084,1,194,75,10943777,10863840,79937,938.238863104695
1747352633512229,18065644,1,195,75,11037664,10956400,81264,922.917897223863
1747352633605729,18158204,1,196,75,11131164,11048960,82204,912.364361831541
1747352633696863,18250772,1,197,75,11222298,11141528,80770,928.562585118237
1747352633789629,18343324,1,198,75,11315064,11234080,80984,926.1088610095821
1747352633884820,18435884,1,199,75,11410255,11326640,83615,896.9682473240448
1747352633979072,18528444,1,200,75,11504507,11419200,85307,879.1775586997551
1747352634069179,18621004,1,201,75,11594614,11511760,82854,905.2067492215223
1747352634163783,18713564,1,202,75,11689218,11604320,84898,883.4130368206554
1747352634257575,18806124,1,203,75,11783010,11696880,86130,870.7767328456983
