Tempo total receptor,Tempo total emissor,Id do pacote,Id da mensagem,Distancia (m),Tempo zerado receptor,Tempo zerado emissor,Delta tempo,Velocidade (m/s)
1747960947407297,155148,1,2,200,0,0,0,0
1747960947427559,242508,1,3,200,20262,87360,-67098,0
1747960948124024,329868,1,4,200,716727,174720,542007,368.9989243681355
1747960948140765,417228,1,5,200,733468,262080,471388,424.27893794496254
1747960948161182,504588,1,6,200,753885,349440,404445,494.5048152406384
1747960948848817,591948,1,7,200,1441520,436800,1004720,199.0604347479895
1747960948869778,679308,1,8,200,1462481,524160,938321,213.14667368629713
1747960948890943,766668,1,9,200,1483646,611520,872126,229.32466180345503
1747960949577917,854036,1,10,200,2170620,698888,1471732,135.89430684390908
1747960949598735,942428,1,11,200,2191438,787280,1404158,142.43411353992926
1747960949619373,1030828,1,12,200,2212076,875680,1336396,149.65623961759837
1747960950311183,1120276,1,13,200,2903886,965128,1938758,103.15882642392707
1747960950336199,1209708,1,14,200,2928902,1054560,1874342,106.70411269661567
1747960950356033,1299148,1,15,200,2948736,1144000,1804736,110.81953260753929
1747960951044295,1388592,1,16,200,3636998,1233444,2403554,83.21011302429652
1747960951065053,1478028,1,17,200,3657756,1322880,2334876,85.65765376833717
1747960951089593,1567468,1,18,200,3682296,1412320,2269976,88.10665839638833
1747960951110156,1656908,1,19,200,3702859,1501760,2201099,90.86370036059259
1747960951798513,1746348,1,20,200,4391216,1591200,2800016,71.42816326763848
1747960951818794,1835788,1,21,200,4411497,1680640,2730857,73.23708271798927
1747960951843309,1925228,1,22,200,4436012,1770080,2665932,75.02066819408746
1747960952535579,2014668,1,23,200,5128282,1859520,3268762,61.185243832374454
1747960952555163,2104108,1,24,200,5147866,1948960,3198906,62.521374494905444
1747960952576500,2193548,1,25,200,5169203,2038400,3130803,63.88137484217308
1747960953268639,2282988,1,26,200,5861342,2127840,3733502,53.56900840015621
1747960953289310,2372428,1,27,200,5882013,2217280,3664733,54.57423501248249
1747960953308611,2461868,1,28,200,5901314,2306720,3594594,55.63910694782221
1747960954000869,2551308,1,29,200,6593572,2396160,4197412,47.64840811433331
1747960954021558,2640748,1,30,200,6614261,2485600,4128661,48.4418556040324
1747960954042647,2730188,1,31,200,6635350,2575040,4060310,49.25732271673837
1747960954734865,2819628,1,32,200,7327568,2664480,4663088,42.89003338560199
1747960954755267,2909068,1,33,200,7347970,2753920,4594050,43.53457189190365
1747960954775952,2998508,1,34,200,7368655,2843360,4525295,44.19601374054067
1747960955467950,3087948,1,35,200,8060653,2932800,5127853,39.00267811889304
1747960955487895,3177388,1,36,200,8080598,3022240,5058358,39.53852218447172
1747960955508837,3266828,1,37,200,8101540,3111680,4989860,40.081284845667014
1747960956200956,3356268,1,38,200,8793659,3201120,5592539,35.76193210275333
1747960956221605,3445708,1,39,200,8814308,3290560,5523748,36.20729982613254
1747960956242218,3535148,1,40,200,8834921,3380000,5454921,36.664142340466526
1747960956933860,3624588,1,41,200,9526563,3469440,6057123,33.018976170700185
1747960956954158,3714028,1,42,200,9546861,3558880,5987981,33.400239579918505
1747960956975158,3803468,1,43,200,9567861,3648320,5919541,33.78640337147762
1747960957667215,3892908,1,44,200,10259918,3737760,6522158,30.66469717538275
1747960957687384,3982356,1,45,200,10280087,3827208,6452879,30.993917598640852
1747960957708392,4071788,1,46,200,10301095,3916640,6384455,31.326088131250042
1747960958401002,4161228,1,47,200,10993705,4006080,6987625,28.62202822847534
1747960958420092,4250668,1,48,200,11012795,4095520,6917275,28.913119689473096
1747960958440985,4340108,1,49,200,11033688,4184960,6848728,29.202503004937558
1747960959133105,4429548,1,50,200,11725808,4274400,7451408,26.840564897265054
1747960959154140,4518988,1,51,200,11746843,4363840,7383003,27.08924810134846
1747960959178665,4608428,1,52,200,11771368,4453280,7318088,27.329542907928953
1747960959870893,4697868,1,53,200,12463596,4542720,7920876,25.249732479084386
1747960959890545,4787308,1,54,200,12483248,4632160,7851088,25.474176317982934
1747960959911254,4876748,1,55,200,12503957,4721600,7782357,25.699155153123918
1747960960602745,4966188,1,56,200,13195448,4811040,8384408,23.853801007775385
1747960960624450,5055628,1,57,200,13217153,4900480,8316673,24.04807787921925
1747960960644890,5145068,1,58,200,13237593,4989920,8247673,24.24926400452588
1747960961336859,5234508,1,59,200,13929562,5079360,8850202,22.598354252253227
1747960961356938,5323948,1,60,200,13949641,5168800,8780841,22.77686157852078
1747960961378039,5413388,1,61,200,13970742,5258240,8712502,22.955518403324323
1747960962070417,5502828,1,62,200,14663120,5347680,9315440,21.46973197186606
1747960962090904,5592268,1,63,200,14683607,5437120,9246487,21.629836282687684
1747960962111292,5681708,1,64,200,14703995,5526560,9177435,21.79258147837604
1747960962803516,5771148,1,65,200,15396219,5616000,9780219,20.449439833606995
1747960962823740,5860588,1,66,200,15416443,5705440,9711003,20.59519495566009
1747960962844309,5950028,1,67,200,15437012,5794880,9642132,20.742300561742983
1747960963536237,6039468,1,68,200,16128940,5884320,10244620,19.522442023227804
1747960963556941,6128908,1,69,200,16149644,5973760,10175884,19.65431209711117
1747960963577414,6218348,1,70,200,16170117,6063200,10106917,19.788428063671642
1747960964269239,6307788,1,71,200,16861942,6152640,10709302,18.675353445070463
1747960964290460,6397228,1,72,200,16883163,6242080,10641083,18.79507941062014
1747960964310687,6486668,1,73,200,16903390,6331520,10571870,18.918128959209675
1747960965002064,6576108,1,74,200,17594767,6420960,11173807,17.89900255123433
1747960965022984,6665548,1,75,200,17615687,6510400,11105287,18.00944000816908
1747960965043742,6754988,1,76,200,17636445,6599840,11036605,18.121514723051156
1747960965064148,6844436,1,77,200,17656851,6689288,10967563,18.23559162596103
1747960965755637,6933868,1,78,200,18348340,6778720,11569620,17.286652457038347
1747960965776791,7023308,1,79,200,18369494,6868160,11501334,17.389287190511986
1747960965797313,7112752,1,80,200,18390016,6957604,11432412,17.494121100604143
1747960966488866,7202188,1,81,200,19081569,7047040,12034529,16.61884731841188
1747960966509395,7291628,1,82,200,19102098,7136480,11965618,16.71455665724913
1747960966533854,7381068,1,83,200,19126557,7225920,11900637,16.805823083251763
1747960967222627,7470508,1,84,200,19815330,7315360,12499970,16.000038400092162
1747960967242394,7559948,1,85,200,19835097,7404800,12430297,16.08972014103927
1747960967263821,7649388,1,86,200,19856524,7494240,12362284,16.178240202215058
1747960967955556,7738828,1,87,200,20548259,7583680,12964579,15.426648254447752
1747960967975973,7828268,1,88,200,20568676,7673120,12895556,15.509218834767575
1747960968000709,7918364908,1,94,200,20593412,7918209760,-7897616348,0
1747960968692374,8454348,1,95,200,21285077,8299200,12985877,15.401347171238415
1747960968713372,8543788,1,96,200,21306075,8388640,12917435,15.48294998194301
1747960969421853,9128268,1,102,200,22014556,8973120,13041436,15.335734500403177
1747960969445945,9218748,1,103,200,22038648,9063600,12975048,15.414201165190295
1747960969474789,9309229852108,1,110,200,22067492,9309229696960,-9309207629468,0
1747960970169888,9942588,1,111,200,22762591,9787440,12975151,15.414078803398896
