Tempo total receptor,Tempo total emissor,Id do pacote,Id da mensagem,Distancia (m),Tempo zerado receptor,Tempo zerado emissor,Delta tempo,Velocidade (m/s)
1747351963754720,109580,1,1,12,0,0,0,0
1747351963840605,197404,1,2,12,85885,87824,-1939,0
1747351963930698,285804,1,3,12,175978,176224,-246,0
1747351964020371,374204,1,4,12,265651,264624,1027,11684.518013631938
1747351964106461,462604,1,5,12,351741,353024,-1283,0
1747351964197102,551004,1,6,12,442382,441424,958,12526.096033402922
1747351964286870,639404,1,7,12,532150,529824,2326,5159.071367153912
1747351964376977,727804,1,8,12,622257,618224,4033,2975.45251673692
1747351964663499,1000284,1,11,12,908779,890704,18075,663.9004149377593
1747351964753696,1090764,1,12,12,998976,981184,17792,674.4604316546763
1747351964835861,1181244,1,13,12,1081141,1071664,9477,1266.2234884457107
1747351964926166,1271724,1,14,12,1171446,1162144,9302,1290.0451515803054
1747351965015670,1362204,1,15,12,1260950,1252624,8326,1441.268316118184
1747351965106312,1452684,1,16,12,1351592,1343104,8488,1413.760603204524
1747351965208649,1543164,1,17,12,1453929,1433584,20345,589.8255099533055
1747351965290074,1633644,1,18,12,1535354,1524064,11290,1062.887511071745
1747351965385058,1724124,1,19,12,1630338,1614544,15794,759.7821957705459
1747351965479331,1814604,1,20,12,1724611,1705024,19587,612.6512482769184
1747351965576707,1905084,1,21,12,1821987,1795504,26483,453.12086999207037
1747351965663643,1995564,1,22,12,1908923,1885984,22939,523.1265530319542
1747351965752999,2086044,1,23,12,1998279,1976464,21815,550.0802200320879
1747351965847470,2176524,1,24,12,2092750,2066944,25806,465.00813764240877
1747351965937482,2267004,1,25,12,2182762,2157424,25338,473.5969689793985
1747351966027912,2357484,1,26,12,2273192,2247904,25288,474.5333755140778
1747351966109544,2447964,1,27,12,2354824,2338384,16440,729.92700729927
1747351966199573,2538444,1,28,12,2444853,2428864,15989,750.5159797360685
1747351966293707,2628924,1,29,12,2538987,2519344,19643,610.9046479661965
1747351966383977,2719404,1,30,12,2629257,2609824,19433,617.5063037101837
1747351966477963,2809892,1,31,12,2723243,2700312,22931,523.3090576076054
1747351966568441,2900364,1,32,12,2813721,2790784,22937,523.1721672407028
1747351966658265,2990844,1,33,12,2903545,2881264,22281,538.5754678874378
1747351966756861,3081324,1,34,12,3002141,2971744,30397,394.7758002434451
1747351966838786,3171804,1,35,12,3084066,3062224,21842,549.4002380734365
1747351966940694,3262284,1,36,12,3185974,3152704,33270,360.6853020739405
1747351967031096,3352764,1,37,12,3276376,3243184,33192,361.53289949385396
1747351967116850,3443244,1,38,12,3362130,3333664,28466,421.5555399423874
1747351967214670,3533724,1,39,12,3459950,3424144,35806,335.1393621180808
1747351967301810,3624204,1,40,12,3547090,3514624,32466,369.6174459434485
1747351967387070,3714684,1,41,12,3632350,3605104,27246,440.43162299053074
1747351967481558,3805164,1,42,12,3726838,3695584,31254,383.95085429065085
1747351967567551,3895644,1,43,12,3812831,3786064,26767,448.31322150409085
1747351967661461,3986124,1,44,12,3906741,3876544,30197,397.3904692519124
1747351967755839,4076604,1,45,12,4001119,3967024,34095,351.9577650681918
1747351967853908,4167084,1,46,12,4099188,4057504,41684,287.8802418194031
1747351967932398,4257564,1,47,12,4177678,4147984,29694,404.12204485754694
1747351968026479,4348044,1,48,12,4271759,4238464,33295,360.4144766481454
1747351968116354,4438524,1,49,12,4361634,4328944,32690,367.0847353930866
1747351968210282,4529004,1,50,12,4455562,4419424,36138,332.06043499916984
1747351968296761,4619484,1,51,12,4542041,4509904,32137,373.4013753617326
1747351968391270,4709964,1,52,12,4636550,4600384,36166,331.8033512138473
1747351968480881,4800444,1,53,12,4726161,4690864,35297,339.97223560075923
1747351968574592,4890924,1,54,12,4819872,4781344,38528,311.46179401993356
1747351968661733,4981404,1,55,12,4907013,4871824,35189,341.0156583023104
1747351968755806,5071892,1,56,12,5001086,4962312,38774,309.48573786558
1747351968847037,5162364,1,57,12,5092317,5052784,39533,303.54387473756105
1747351968935107,5252844,1,58,12,5180387,5143264,37123,323.2497373595884
1747351969025005,5343324,1,59,12,5270285,5233744,36541,328.39823759612494
1747351969120018,5433804,1,60,12,5365298,5324224,41074,292.1556215610849
1747351969209762,5524284,1,61,12,5455042,5414704,40338,297.48624126134166
1747351969299990,5614764,1,62,12,5545270,5505184,40086,299.356383774884
1747351969389971,5705244,1,63,12,5635251,5595664,39587,303.12981534342083
1747351969484534,5795724,1,64,12,5729814,5686144,43670,274.7881841080833
1747351969578353,5886204,1,65,12,5823633,5776624,47009,255.2702673956051
1747351969664146,5976684,1,66,12,5909426,5867104,42322,283.54047540286376
1747351969767184,6067164,1,67,12,6012464,5957584,54880,218.6588921282799
1747351969860809,6157644,1,68,12,6106089,6048064,58025,206.80741059887978
1747351969951661,6248124,1,69,12,6196941,6138544,58397,205.49000804835865
1747351970037671,6338604,1,70,12,6282951,6229024,53927,222.52304040647542
1747351970131458,6429084,1,71,12,6376738,6319504,57234,209.6655833944858
1747351970225672,6519564,1,72,12,6470952,6409984,60968,196.82456370555045
1747351970308058,6610044,1,73,12,6553338,6500464,52874,226.95464689639522
1747351970406151,6700524,1,74,12,6651431,6590944,60487,198.38973663762462
1747351970496130,6791004,1,75,12,6741410,6681424,59986,200.0466775580969
1747351970582055,6881484,1,76,12,6827335,6771904,55431,216.485360177518
1747351970680017,6971964,1,77,12,6925297,6862384,62913,190.73959277096944
1747351970770738,7062444,1,78,12,7016018,6952864,63154,190.011717389239
1747351970856616,7152924,1,79,12,7101896,7043344,58552,204.9460308785353
1747351970954875,7243404,1,80,12,7200155,7133824,66331,180.91088631258387
1747351971044942,7333884,1,81,12,7290222,7224304,65918,182.0443581419339
1747351971131204,7424364,1,82,12,7376484,7314784,61700,194.48946515397083
1747351971225223,7514844,1,83,12,7470503,7405264,65239,183.9390548598231
1747351971318912,7605324,1,84,12,7564192,7495744,68448,175.3155680224404
1747351971404929,7695804,1,85,12,7650209,7586224,63985,187.54395561459717
1747351971499087,7786284,1,86,12,7744367,7676704,67663,177.34951154988693
